"","gene_id","gene_type","gene_name"
"25283","ENSG00000224342.1","lncRNA","AC007879.1"
"25284","ENSG00000224344.1","processed_pseudogene","KNOP1P3"
"25285","ENSG00000224346.1","processed_pseudogene","BICD1P1"
"25286","ENSG00000224347.6","lncRNA","SCEL-AS1"
"25287","ENSG00000224348.2","processed_pseudogene","AL592076.1"
"25288","ENSG00000224349.2","lncRNA","FAM135A-AS1"
"25289","ENSG00000224351.2","processed_pseudogene","CDKN2AIPNLP3"
"25290","ENSG00000224352.1","unprocessed_pseudogene","AC132479.1"
"25291","ENSG00000224353.2","transcribed_unprocessed_pseudogene","ACE3P"
"25292","ENSG00000224354.2","processed_pseudogene","MTND2P5"
"25293","ENSG00000224356.5","lncRNA","AL356966.1"
"25294","ENSG00000224357.1","processed_pseudogene","ATG3P1"
"25295","ENSG00000224358.1","lncRNA","TMCO1-AS1"
"25296","ENSG00000224359.2","lncRNA","AL358176.1"
"25297","ENSG00000224361.1","lncRNA","AC011239.1"
"25298","ENSG00000224363.2","lncRNA","FP700111.1"
"25299","ENSG00000224365.1","processed_pseudogene","AC073261.1"
"25300","ENSG00000224366.1","unprocessed_pseudogene","AC243964.1"
"25301","ENSG00000224367.6","transcribed_unitary_pseudogene","OACYLP"
"25302","ENSG00000224368.1","processed_pseudogene","ARAFP2"
"25303","ENSG00000224370.1","processed_pseudogene","AC093392.2"
"25304","ENSG00000224371.6","lncRNA","AL391361.2"
"25305","ENSG00000224372.1","unprocessed_pseudogene","HLA-N"
"25306","ENSG00000224373.3","IG_V_gene","IGHV4-59"
"25307","ENSG00000224374.1","lncRNA","AL023693.1"
"25308","ENSG00000224375.1","lncRNA","AC009276.1"
"25309","ENSG00000224376.1","lncRNA","AC017104.1"
"25310","ENSG00000224382.2","lncRNA","LINC00703"
"25311","ENSG00000224383.8","protein_coding","PRR29"
"25312","ENSG00000224384.1","lncRNA","AL033379.1"
"25313","ENSG00000224387.1","lncRNA","AL139246.1"
"25314","ENSG00000224388.1","lncRNA","BACE2-IT1"
"25315","ENSG00000224389.9","protein_coding","C4B"
"25316","ENSG00000224391.1","lncRNA","LINC01280"
"25317","ENSG00000224394.1","lncRNA","GPC6-AS2"
"25318","ENSG00000224396.1","processed_pseudogene","METTL15P3"
"25319","ENSG00000224397.7","lncRNA","PELATON"
"25320","ENSG00000224400.5","lncRNA","AC010880.1"
"25321","ENSG00000224401.2","processed_pseudogene","RPL7P57"
"25322","ENSG00000224402.2","transcribed_unitary_pseudogene","OR6D1P"
"25323","ENSG00000224403.1","processed_pseudogene","DPPA2P3"
"25324","ENSG00000224404.2","lncRNA","Z68323.1"
"25325","ENSG00000224405.1","lncRNA","LINC00572"
"25326","ENSG00000224406.6","lncRNA","LINC02052"
"25327","ENSG00000224407.1","lncRNA","AL136988.1"
"25328","ENSG00000224408.1","unprocessed_pseudogene","USP9YP22"
"25329","ENSG00000224409.1","lncRNA","AC114489.1"
"25330","ENSG00000224410.1","processed_pseudogene","AC097499.1"
"25331","ENSG00000224411.3","processed_pseudogene","HSP90AA2P"
"25332","ENSG00000224412.1","processed_pseudogene","AC022022.1"
"25333","ENSG00000224413.1","lncRNA","AP001476.1"
"25334","ENSG00000224414.1","processed_pseudogene","AC010886.1"
"25335","ENSG00000224415.1","processed_pseudogene","AC007683.1"
"25336","ENSG00000224416.2","unprocessed_pseudogene","IFNA22P"
"25337","ENSG00000224417.2","lncRNA","AL606970.1"
"25338","ENSG00000224418.1","lncRNA","STK24-AS1"
"25339","ENSG00000224419.1","processed_pseudogene","KRT18P27"
"25340","ENSG00000224420.3","protein_coding","ADM5"
"25341","ENSG00000224421.1","processed_pseudogene","ATP5MFP1"
"25342","ENSG00000224424.8","lncRNA","PRKAR2A-AS1"
"25343","ENSG00000224425.2","processed_pseudogene","SSBP3P2"
"25344","ENSG00000224426.1","processed_pseudogene","SLC31A1P1"
"25345","ENSG00000224427.1","processed_pseudogene","AP000281.1"
"25346","ENSG00000224429.8","lncRNA","LINC00539"
"25347","ENSG00000224430.2","processed_pseudogene","MKRN5P"
"25348","ENSG00000224431.1","processed_pseudogene","AC063976.2"
"25349","ENSG00000224435.2","unprocessed_pseudogene","NF1P6"
"25350","ENSG00000224436.1","processed_pseudogene","BX323014.1"
"25351","ENSG00000224437.2","processed_pseudogene","PIGUP1"
"25352","ENSG00000224438.3","processed_pseudogene","RPL23AP14"
"25353","ENSG00000224439.2","processed_pseudogene","RPSAP10"
"25354","ENSG00000224440.1","protein_coding","CXorf51A"
"25355","ENSG00000224442.1","processed_pseudogene","RPL4P7"
"25356","ENSG00000224443.1","processed_pseudogene","NME2P2"
"25357","ENSG00000224445.3","lncRNA","LINC01708"
"25358","ENSG00000224447.1","unprocessed_pseudogene","H3P26"
"25359","ENSG00000224448.1","processed_pseudogene","AC005020.1"
"25360","ENSG00000224451.2","processed_pseudogene","ATP5PBP1"
"25361","ENSG00000224452.1","processed_pseudogene","RSL24D1P6"
"25362","ENSG00000224458.3","transcribed_unprocessed_pseudogene","GUSBP6"
"25363","ENSG00000224459.1","lncRNA","SLC25A34-AS1"
"25364","ENSG00000224462.2","unprocessed_pseudogene","C4BPAP1"
"25365","ENSG00000224463.1","processed_pseudogene","RPL39P14"
"25366","ENSG00000224464.2","processed_pseudogene","PGAM1P6"
"25367","ENSG00000224465.1","processed_pseudogene","SOCS2P2"
"25368","ENSG00000224466.1","processed_pseudogene","CDCA4P2"
"25369","ENSG00000224467.1","lncRNA","TANK-AS1"
"25370","ENSG00000224468.3","lncRNA","LAMC1-AS1"
"25371","ENSG00000224469.1","processed_pseudogene","AC009517.1"
"25372","ENSG00000224470.8","protein_coding","ATXN1L"
"25373","ENSG00000224471.2","processed_pseudogene","MTCO3P19"
"25374","ENSG00000224473.1","processed_pseudogene","CCND3P1"
"25375","ENSG00000224475.1","processed_pseudogene","AC073900.1"
"25376","ENSG00000224476.3","processed_pseudogene","RPL36P16"
"25377","ENSG00000224477.5","lncRNA","AL109933.1"
"25378","ENSG00000224478.3","lncRNA","AL356417.1"
"25379","ENSG00000224479.6","transcribed_unitary_pseudogene","AC104162.1"
"25380","ENSG00000224481.3","lncRNA","AC245100.1"
"25381","ENSG00000224482.1","unprocessed_pseudogene","HSFY4P"
"25382","ENSG00000224484.1","unprocessed_pseudogene","AC023141.2"
"25383","ENSG00000224485.1","unprocessed_pseudogene","USP9YP7"
"25384","ENSG00000224486.1","processed_pseudogene","AL662795.1"
"25385","ENSG00000224488.1","processed_pseudogene","SAMM50P1"
"25386","ENSG00000224490.5","lncRNA","TTC21B-AS1"
"25387","ENSG00000224493.1","processed_pseudogene","AC093156.1"
"25388","ENSG00000224494.1","processed_pseudogene","HNRNPA3P14"
"25389","ENSG00000224497.1","processed_pseudogene","RPL36P4"
"25390","ENSG00000224498.1","processed_pseudogene","MAPKAPK5P1"
"25391","ENSG00000224500.1","lncRNA","AL731575.1"
"25392","ENSG00000224504.2","lncRNA","AC025428.1"
"25393","ENSG00000224505.2","lncRNA","AC138150.1"
"25394","ENSG00000224506.3","lncRNA","LINC02523"
"25395","ENSG00000224509.2","lncRNA","MRPS9-AS2"
"25396","ENSG00000224510.2","processed_pseudogene","POLR2KP2"
"25397","ENSG00000224511.2","lncRNA","LINC00365"
"25398","ENSG00000224513.2","lncRNA","AC109309.1"
"25399","ENSG00000224514.3","lncRNA","LINC00620"
"25400","ENSG00000224515.1","lncRNA","AL590385.1"
"25401","ENSG00000224516.5","lncRNA","AC068134.1"
"25402","ENSG00000224517.6","lncRNA","HTR2A-AS1"
"25403","ENSG00000224518.2","processed_pseudogene","AC006989.1"
"25404","ENSG00000224519.1","processed_pseudogene","HMGN1P19"
"25405","ENSG00000224520.2","processed_pseudogene","KRT8P45"
"25406","ENSG00000224521.2","lncRNA","AC098483.1"
"25407","ENSG00000224523.1","unprocessed_pseudogene","AL445213.1"
"25408","ENSG00000224524.1","processed_pseudogene","CYCSP42"
"25409","ENSG00000224525.2","lncRNA","AL591686.1"
"25410","ENSG00000224529.1","processed_pseudogene","AC093698.1"
"25411","ENSG00000224530.1","processed_pseudogene","PPIAP10"
"25412","ENSG00000224531.6","protein_coding","SMIM13"
"25413","ENSG00000224532.2","lncRNA","AL136361.1"
"25414","ENSG00000224533.4","lncRNA","TMLHE-AS1"
"25415","ENSG00000224535.2","lncRNA","LINC02771"
"25416","ENSG00000224536.2","lncRNA","AC096677.1"
"25417","ENSG00000224537.1","unprocessed_pseudogene","MEP1AP4"
"25418","ENSG00000224539.1","unprocessed_pseudogene","SAGE4P"
"25419","ENSG00000224540.1","processed_pseudogene","TFDP1P1"
"25420","ENSG00000224541.1","lncRNA","AP001439.1"
"25421","ENSG00000224543.4","processed_pseudogene","SNRPGP15"
"25422","ENSG00000224545.1","processed_pseudogene","AC008264.1"
"25423","ENSG00000224546.2","processed_pseudogene","EIF4BP3"
"25424","ENSG00000224547.1","processed_pseudogene","ZNF619P1"
"25425","ENSG00000224548.1","processed_pseudogene","Z75741.1"
"25426","ENSG00000224549.1","lncRNA","AC017067.1"
"25427","ENSG00000224550.1","processed_pseudogene","NDUFA4P1"
"25428","ENSG00000224551.1","processed_pseudogene","HMGB3P21"
"25429","ENSG00000224553.1","processed_pseudogene","RPS26P20"
"25430","ENSG00000224555.3","processed_pseudogene","AC087441.2"
"25431","ENSG00000224556.2","unprocessed_pseudogene","BX510359.1"
"25432","ENSG00000224557.7","transcribed_unprocessed_pseudogene","HLA-DPB2"
"25433","ENSG00000224559.2","lncRNA","LINC01087"
"25434","ENSG00000224560.3","processed_pseudogene","AC108043.1"
"25435","ENSG00000224563.1","lncRNA","LPP-AS1"
"25436","ENSG00000224565.2","lncRNA","LINC01754"
"25437","ENSG00000224566.2","processed_pseudogene","FAM96AP2"
"25438","ENSG00000224567.2","processed_pseudogene","AC134879.1"
"25439","ENSG00000224568.2","lncRNA","LINC01886"
"25440","ENSG00000224569.3","processed_pseudogene","AC095052.1"
"25441","ENSG00000224570.1","processed_pseudogene","AC097063.1"
"25442","ENSG00000224571.1","unprocessed_pseudogene","USP9YP13"
"25443","ENSG00000224573.1","processed_pseudogene","AC083863.1"
"25444","ENSG00000224574.1","lncRNA","COL18A1-AS2"
"25445","ENSG00000224577.3","lncRNA","LINC01117"
"25446","ENSG00000224578.5","protein_coding","HNRNPA1P48"
"25447","ENSG00000224579.1","unprocessed_pseudogene","AC245052.2"
"25448","ENSG00000224582.7","lncRNA","LINC01015"
"25449","ENSG00000224583.1","lncRNA","AL356277.2"
"25450","ENSG00000224584.2","processed_pseudogene","UBE2V1P13"
"25451","ENSG00000224585.1","unprocessed_pseudogene","AC103563.1"
"25452","ENSG00000224586.7","protein_coding","GPX5"
"25453","ENSG00000224589.1","processed_pseudogene","ORC1P1"
"25454","ENSG00000224590.1","unprocessed_pseudogene","MTND3P16"
"25455","ENSG00000224592.5","lncRNA","MIR3659HG"
"25456","ENSG00000224593.1","transcribed_processed_pseudogene","AC092427.1"
"25457","ENSG00000224594.2","processed_pseudogene","RPL29P19"
"25458","ENSG00000224595.1","lncRNA","AC073626.1"
"25459","ENSG00000224596.8","lncRNA","ZMIZ1-AS1"
"25460","ENSG00000224597.10","transcribed_unprocessed_pseudogene","SVIL-AS1"
"25461","ENSG00000224598.1","processed_pseudogene","RPS5P2"
"25462","ENSG00000224599.1","unprocessed_pseudogene","BMS1P12"
"25463","ENSG00000224600.5","processed_pseudogene","AL031864.2"
"25464","ENSG00000224602.1","processed_pseudogene","RPS26P5"
"25465","ENSG00000224603.1","processed_pseudogene","BX664725.1"
"25466","ENSG00000224604.1","processed_pseudogene","AC008069.1"
"25467","ENSG00000224605.1","lncRNA","AL080284.1"
"25468","ENSG00000224606.1","lncRNA","TGFA-IT1"
"25469","ENSG00000224607.4","IG_V_pseudogene","IGKV1D-27"
"25470","ENSG00000224609.8","lncRNA","HSD52"
"25471","ENSG00000224610.1","lncRNA","AC108879.1"
"25472","ENSG00000224611.1","processed_pseudogene","AC007919.1"
"25473","ENSG00000224612.2","lncRNA","AC011901.1"
"25474","ENSG00000224613.7","lncRNA","AC095032.1"
"25475","ENSG00000224614.2","lncRNA","TNK2-AS1"
"25476","ENSG00000224616.3","lncRNA","RTCA-AS1"
"25477","ENSG00000224617.1","processed_pseudogene","BX276092.1"
"25478","ENSG00000224618.1","processed_pseudogene","AC096921.1"
"25479","ENSG00000224620.2","processed_pseudogene","MEF2AP1"
"25480","ENSG00000224621.1","lncRNA","AL451042.1"
"25481","ENSG00000224622.1","unprocessed_pseudogene","OR9R1P"
"25482","ENSG00000224625.2","unprocessed_pseudogene","TUBB8P6"
"25483","ENSG00000224626.1","lncRNA","AC106053.1"
"25484","ENSG00000224627.1","processed_pseudogene","RPL37P10"
"25485","ENSG00000224628.2","processed_pseudogene","AL121723.1"
"25486","ENSG00000224629.1","processed_pseudogene","AC004975.1"
"25487","ENSG00000224630.2","processed_pseudogene","AC234064.1"
"25488","ENSG00000224631.4","transcribed_processed_pseudogene","RPS27AP16"
"25489","ENSG00000224632.1","processed_pseudogene","NUDT19P2"
"25490","ENSG00000224634.1","processed_pseudogene","ZNF736P6Y"
"25491","ENSG00000224635.2","lncRNA","AL391095.1"
"25492","ENSG00000224637.1","unprocessed_pseudogene","PDSS1P2"
"25493","ENSG00000224640.1","processed_pseudogene","SRSF1P1"
"25494","ENSG00000224643.5","lncRNA","AC064871.2"
"25495","ENSG00000224644.1","lncRNA","AL135787.1"
"25496","ENSG00000224645.1","lncRNA","AL391069.1"
"25497","ENSG00000224646.2","processed_pseudogene","RPS28P5"
"25498","ENSG00000224647.2","unitary_pseudogene","AC026954.1"
"25499","ENSG00000224648.1","lncRNA","LINC01627"
"25500","ENSG00000224649.1","lncRNA","AF124730.1"
"25501","ENSG00000224650.2","IG_V_gene","IGHV3-74"
"25502","ENSG00000224652.2","lncRNA","LINC00885"
"25503","ENSG00000224653.1","unprocessed_pseudogene","AC023141.3"
"25504","ENSG00000224655.7","lncRNA","LINC01823"
"25505","ENSG00000224656.1","processed_pseudogene","SMSP1"
"25506","ENSG00000224657.9","transcribed_unprocessed_pseudogene","RBMY2BP"
"25507","ENSG00000224658.1","lncRNA","AL513164.1"
"25508","ENSG00000224659.2","protein_coding","GAGE12J"
"25509","ENSG00000224660.2","lncRNA","SH3BP5-AS1"
"25510","ENSG00000224661.1","lncRNA","AC010907.1"
"25511","ENSG00000224662.2","processed_pseudogene","ATP6V1G1P3"
"25512","ENSG00000224664.2","processed_pseudogene","RPL36AP53"
"25513","ENSG00000224666.3","lncRNA","ETV7-AS1"
"25514","ENSG00000224667.1","processed_pseudogene","AC013470.1"
"25515","ENSG00000224668.1","processed_pseudogene","IPO8P1"
"25516","ENSG00000224669.1","processed_pseudogene","AC016769.2"
"25517","ENSG00000224670.1","processed_pseudogene","AC068135.1"
"25518","ENSG00000224671.2","lncRNA","AC105940.1"
"25519","ENSG00000224672.4","processed_pseudogene","RPL17P10"
"25520","ENSG00000224674.1","processed_pseudogene","EIF3EP2"
"25521","ENSG00000224675.1","lncRNA","AC009227.1"
"25522","ENSG00000224677.1","unprocessed_pseudogene","PDIA3P2"
"25523","ENSG00000224678.3","processed_pseudogene","GAPDHP46"
"25524","ENSG00000224679.1","unprocessed_pseudogene","MED15P4"
"25525","ENSG00000224680.4","processed_pseudogene","PLA2G12AP1"
"25526","ENSG00000224681.1","unprocessed_pseudogene","BX664727.1"
"25527","ENSG00000224682.1","processed_pseudogene","SOCS5P2"
"25528","ENSG00000224683.1","processed_pseudogene","RPL36AP29"
"25529","ENSG00000224685.1","processed_pseudogene","AC099670.2"
"25530","ENSG00000224686.1","processed_pseudogene","ELOCP23"
"25531","ENSG00000224687.2","lncRNA","RASAL2-AS1"
"25532","ENSG00000224688.1","processed_pseudogene","E2F6P2"
"25533","ENSG00000224689.9","transcribed_unprocessed_pseudogene","ZNF812P"
"25534","ENSG00000224690.2","processed_pseudogene","UBE2D3P3"
"25535","ENSG00000224691.1","lncRNA","AL133553.1"
"25536","ENSG00000224692.1","processed_pseudogene","Z68694.1"
"25537","ENSG00000224695.1","processed_pseudogene","MTND6P7"
"25538","ENSG00000224697.1","processed_pseudogene","NEFMP1"
"25539","ENSG00000224698.1","lncRNA","AL390038.1"
"25540","ENSG00000224699.9","lncRNA","LAMTOR5-AS1"
"25541","ENSG00000224700.2","lncRNA","AP000844.1"
"25542","ENSG00000224701.1","processed_pseudogene","MED28P4"
"25543","ENSG00000224702.1","lncRNA","LMX1A-AS2"
"25544","ENSG00000224706.1","processed_pseudogene","RPS17P13"
"25545","ENSG00000224707.1","lncRNA","E2F3-IT1"
"25546","ENSG00000224709.2","unitary_pseudogene","OR11M1P"
"25547","ENSG00000224711.2","lncRNA","LINC01706"
"25548","ENSG00000224712.12","protein_coding","NPIPA3"
"25549","ENSG00000224713.4","lncRNA","AC025165.1"
"25550","ENSG00000224714.3","lncRNA","LINC02671"
"25551","ENSG00000224715.1","lncRNA","Z82186.1"
"25552","ENSG00000224717.1","lncRNA","LEMD1-DT"
"25553","ENSG00000224718.1","lncRNA","LINC01657"
"25554","ENSG00000224719.1","unprocessed_pseudogene","AC009237.2"
"25555","ENSG00000224721.1","lncRNA","AC007182.1"
"25556","ENSG00000224722.3","processed_pseudogene","AC020688.1"
"25557","ENSG00000224723.1","unprocessed_pseudogene","GUSBP10"
"25558","ENSG00000224725.3","processed_pseudogene","CEP57L1P1"
"25559","ENSG00000224727.1","processed_pseudogene","FCF1P7"
"25560","ENSG00000224728.1","processed_pseudogene","IMPDH1P8"
"25561","ENSG00000224729.6","lncRNA","PCOLCE-AS1"
"25562","ENSG00000224730.1","lncRNA","LILRB1-AS1"
"25563","ENSG00000224731.1","lncRNA","AC016716.1"
"25564","ENSG00000224732.1","unprocessed_pseudogene","MAGEA7P"
"25565","ENSG00000224733.1","lncRNA","AL034349.1"
"25566","ENSG00000224735.1","processed_pseudogene","BX323845.1"
"25567","ENSG00000224738.1","lncRNA","AC099850.1"
"25568","ENSG00000224739.2","lncRNA","AC016735.1"
"25569","ENSG00000224743.7","lncRNA","TEX26-AS1"
"25570","ENSG00000224745.1","lncRNA","AC063965.2"
"25571","ENSG00000224746.2","lncRNA","AC015987.1"
"25572","ENSG00000224747.1","processed_pseudogene","MTCYBP21"
"25573","ENSG00000224750.6","lncRNA","AL391704.1"
"25574","ENSG00000224751.2","processed_pseudogene","SHMT1P1"
"25575","ENSG00000224752.1","unitary_pseudogene","VN1R21P"
"25576","ENSG00000224755.1","processed_pseudogene","HMGN1P34"
"25577","ENSG00000224758.1","lncRNA","LINC01167"
"25578","ENSG00000224760.4","processed_pseudogene","C1DP3"
"25579","ENSG00000224761.4","transcribed_unprocessed_pseudogene","CCNYL4"
"25580","ENSG00000224762.1","processed_pseudogene","CR769776.1"
"25581","ENSG00000224763.1","processed_pseudogene","FDPSP8"
"25582","ENSG00000224764.1","lncRNA","AL353768.1"
"25583","ENSG00000224765.1","lncRNA","AL035443.1"
"25584","ENSG00000224769.1","unprocessed_pseudogene","MUC20P1"
"25585","ENSG00000224771.2","lncRNA","ATP2B2-IT2"
"25586","ENSG00000224773.2","processed_pseudogene","HSPA8P7"
"25587","ENSG00000224775.2","unprocessed_pseudogene","BRAFP1"
"25588","ENSG00000224776.3","processed_pseudogene","RPSAP50"
"25589","ENSG00000224777.3","unprocessed_pseudogene","OR4F2P"
"25590","ENSG00000224778.1","unprocessed_pseudogene","CENPIP1"
"25591","ENSG00000224781.1","processed_pseudogene","EIF4A2P4"
"25592","ENSG00000224783.1","processed_pseudogene","MIPEPP2"
"25593","ENSG00000224784.2","processed_pseudogene","S100A15A"
"25594","ENSG00000224785.1","processed_pseudogene","AC006026.1"
"25595","ENSG00000224786.2","transcribed_unitary_pseudogene","CETN4P"
"25596","ENSG00000224788.1","lncRNA","LINC02670"
"25597","ENSG00000224789.1","lncRNA","AC012363.1"
"25598","ENSG00000224790.3","lncRNA","AP000704.1"
"25599","ENSG00000224791.1","processed_pseudogene","KRT18P39"
"25600","ENSG00000224792.7","transcribed_unitary_pseudogene","IQCF4P"
"25601","ENSG00000224794.2","lncRNA","AL022326.1"
"25602","ENSG00000224795.3","lncRNA","NTM-AS1"
"25603","ENSG00000224796.1","processed_pseudogene","RPL32P1"
"25604","ENSG00000224797.1","processed_pseudogene","AL359092.1"
"25605","ENSG00000224799.1","lncRNA","AL139397.1"
"25606","ENSG00000224800.1","processed_pseudogene","RPS27AP6"
"25607","ENSG00000224802.2","processed_pseudogene","TUBB4BP2"
"25608","ENSG00000224805.2","lncRNA","LINC00853"
"25609","ENSG00000224806.2","processed_pseudogene","ARL5AP4"
"25610","ENSG00000224807.5","unprocessed_pseudogene","DUX4L9"
"25611","ENSG00000224808.1","lncRNA","SRGAP3-AS1"
"25612","ENSG00000224809.2","processed_pseudogene","BEND3P2"
"25613","ENSG00000224810.1","lncRNA","AL355482.1"
"25614","ENSG00000224812.3","lncRNA","TMEM72-AS1"
"25615","ENSG00000224814.1","lncRNA","AC114812.2"
"25616","ENSG00000224815.3","processed_pseudogene","AL691447.1"
"25617","ENSG00000224816.1","processed_pseudogene","NAP1L4P2"
"25618","ENSG00000224817.2","lncRNA","AC010789.1"
"25619","ENSG00000224818.1","lncRNA","AC096677.2"
"25620","ENSG00000224819.2","lncRNA","AC093843.1"
"25621","ENSG00000224820.2","processed_pseudogene","BTF3P4"
"25622","ENSG00000224821.5","lncRNA","COL4A2-AS2"
"25623","ENSG00000224822.1","lncRNA","THRB-IT1"
"25624","ENSG00000224825.2","lncRNA","RORB-AS1"
"25625","ENSG00000224826.1","processed_pseudogene","USP21P1"
"25626","ENSG00000224827.1","processed_pseudogene","LINC00265-2P"
"25627","ENSG00000224829.3","processed_pseudogene","TOMM20P1"
